Year,Source,ICES_subdiv,Fish,SSB,F,ICES_ID_start,ICES_ID_end,Number of ICES areas,BHI_ID
1982,ICES,25-32,cod,634759,0.795,25,32,8,17
1983,ICES,25-32,cod,609869,0.744,25,32,8,17
1984,ICES,25-32,cod,594217,0.839,25,32,8,17
1985,ICES,25-32,cod,527551,0.829,25,32,8,17
1986,ICES,25-32,cod,377377,0.998,25,32,8,17
1987,ICES,25-32,cod,322546,0.938,25,32,8,17
1988,ICES,25-32,cod,289816,0.888,25,32,8,17
1989,ICES,25-32,cod,226613,1.035,25,32,8,17
1990,ICES,25-32,cod,207316,1.199,25,32,8,17
1991,ICES,25-32,cod,136353,1.348,25,32,8,17
1992,ICES,25-32,cod,86855,1.01,25,32,8,17
1993,ICES,25-32,cod,94466,0.553,25,32,8,17
1994,ICES,25-32,cod,161943,0.61,25,32,8,17
1995,ICES,25-32,cod,187587,0.767,25,32,8,17
1996,ICES,25-32,cod,163571,0.909,25,32,8,17
1997,ICES,25-32,cod,126121,1.013,25,32,8,17
1998,ICES,25-32,cod,98027,0.964,25,32,8,17
1999,ICES,25-32,cod,86422,0.924,25,32,8,17
2000,ICES,25-32,cod,93714,0.994,25,32,8,17
2001,ICES,25-32,cod,88965,1.061,25,32,8,17
2002,ICES,25-32,cod,82372,1.081,25,32,8,17
2003,ICES,25-32,cod,76420,1.063,25,32,8,17
2004,ICES,25-32,cod,70545,1.224,25,32,8,17
2005,ICES,25-32,cod,62193,1.003,25,32,8,17
2006,ICES,25-32,cod,71182,0.906,25,32,8,17
2007,ICES,25-32,cod,78590,0.771,25,32,8,17
2008,ICES,25-32,cod,99708,0.552,25,32,8,17
2009,ICES,25-32,cod,120692,0.468,25,32,8,17
2010,ICES,25-32,cod,139944,0.422,25,32,8,17
2011,ICES,25-32,cod,132191,0.392,25,32,8,17
2012,ICES,25-32,cod,153584,0.373,25,32,8,17
2013,ICES,25-32,cod,179872,NULL,25,32,8,17
2014,ICES,25-32,cod,NULL,NULL,25,32,8,17
2015,ICES,25-32,cod,NULL,NULL,25,32,8,17
1966,ICES,25-32,her,NULL,NULL,25,32,8,17
1967,ICES,25-32,her,NULL,NULL,25,32,8,17
1968,ICES,25-32,her,NULL,NULL,25,32,8,17
1969,ICES,25-32,her,NULL,NULL,25,32,8,17
1970,ICES,25-32,her,NULL,NULL,25,32,8,17
1971,ICES,25-32,her,NULL,NULL,25,32,8,17
1972,ICES,25-32,her,NULL,NULL,25,32,8,17
1973,ICES,25-32,her,NULL,NULL,25,32,8,17
1974,ICES,25-32,her,1682419,0.185,25,32,8,17
1975,ICES,25-32,her,1575258,0.2,25,32,8,17
1976,ICES,25-32,her,1366761,0.194,25,32,8,17
1977,ICES,25-32,her,1518769,0.189,25,32,8,17
1978,ICES,25-32,her,1441083,0.165,25,32,8,17
1979,ICES,25-32,her,1408854,0.196,25,32,8,17
1980,ICES,25-32,her,1357466,0.187,25,32,8,17
1981,ICES,25-32,her,1286459,0.203,25,32,8,17
1982,ICES,25-32,her,1428073,0.174,25,32,8,17
1983,ICES,25-32,her,1405746,0.224,25,32,8,17
1984,ICES,25-32,her,1318511,0.224,25,32,8,17
1985,ICES,25-32,her,1265959,0.23,25,32,8,17
1986,ICES,25-32,her,1201430,0.203,25,32,8,17
1987,ICES,25-32,her,1146207,0.231,25,32,8,17
1988,ICES,25-32,her,1149349,0.219,25,32,8,17
1989,ICES,25-32,her,1011683,0.291,25,32,8,17
1990,ICES,25-32,her,868697,0.276,25,32,8,17
1991,ICES,25-32,her,779047,0.286,25,32,8,17
1992,ICES,25-32,her,798752,0.255,25,32,8,17
1993,ICES,25-32,her,749694,0.29,25,32,8,17
1994,ICES,25-32,her,756137,0.35,25,32,8,17
1995,ICES,25-32,her,661870,0.329,25,32,8,17
1996,ICES,25-32,her,607154,0.332,25,32,8,17
1997,ICES,25-32,her,571598,0.366,25,32,8,17
1998,ICES,25-32,her,520056,0.381,25,32,8,17
1999,ICES,25-32,her,442120,0.321,25,32,8,17
2000,ICES,25-32,her,451656,0.436,25,32,8,17
2001,ICES,25-32,her,405680,0.366,25,32,8,17
2002,ICES,25-32,her,422897,0.315,25,32,8,17
2003,ICES,25-32,her,489399,0.24,25,32,8,17
2004,ICES,25-32,her,499874,0.201,25,32,8,17
2005,ICES,25-32,her,561197,0.179,25,32,8,17
2006,ICES,25-32,her,624152,0.192,25,32,8,17
2007,ICES,25-32,her,655926,0.196,25,32,8,17
2008,ICES,25-32,her,674088,0.2,25,32,8,17
2009,ICES,25-32,her,786991,0.179,25,32,8,17
2010,ICES,25-32,her,857453,0.207,25,32,8,17
2011,ICES,25-32,her,859512,0.154,25,32,8,17
2012,ICES,25-32,her,898035,0.113,25,32,8,17
2013,ICES,25-32,her,956055,0.109,25,32,8,17
2014,ICES,25-32,her,1007528,0.158,25,32,8,17
2015,ICES,25-32,her,1000071,NULL,25,32,8,17
1966,ICES,22-32,spr,NULL,NULL,22,32,11,17
1967,ICES,22-32,spr,NULL,NULL,22,32,11,17
1968,ICES,22-32,spr,NULL,NULL,22,32,11,17
1969,ICES,22-32,spr,NULL,NULL,22,32,11,17
1970,ICES,22-32,spr,NULL,NULL,22,32,11,17
1971,ICES,22-32,spr,NULL,NULL,22,32,11,17
1972,ICES,22-32,spr,NULL,NULL,22,32,11,17
1973,ICES,22-32,spr,NULL,NULL,22,32,11,17
1974,ICES,22-32,spr,1097000,0.329,22,32,11,17
1975,ICES,22-32,spr,867000,0.346,22,32,11,17
1976,ICES,22-32,spr,738000,0.322,22,32,11,17
1977,ICES,22-32,spr,1257000,0.278,22,32,11,17
1978,ICES,22-32,spr,866000,0.273,22,32,11,17
1979,ICES,22-32,spr,498000,0.196,22,32,11,17
1980,ICES,22-32,spr,311000,0.211,22,32,11,17
1981,ICES,22-32,spr,268000,0.128,22,32,11,17
1982,ICES,22-32,spr,340000,0.226,22,32,11,17
1983,ICES,22-32,spr,478000,0.109,22,32,11,17
1984,ICES,22-32,spr,691000,0.157,22,32,11,17
1985,ICES,22-32,spr,639000,0.155,22,32,11,17
1986,ICES,22-32,spr,581000,0.203,22,32,11,17
1987,ICES,22-32,spr,466000,0.261,22,32,11,17
1988,ICES,22-32,spr,415000,0.23,22,32,11,17
1989,ICES,22-32,spr,438000,0.206,22,32,11,17
1990,ICES,22-32,spr,570000,0.133,22,32,11,17
1991,ICES,22-32,spr,776000,0.172,22,32,11,17
1992,ICES,22-32,spr,1033000,0.2,22,32,11,17
1993,ICES,22-32,spr,1352000,0.161,22,32,11,17
1994,ICES,22-32,spr,1402000,0.258,22,32,11,17
1995,ICES,22-32,spr,1489000,0.336,22,32,11,17
1996,ICES,22-32,spr,1904000,0.284,22,32,11,17
1997,ICES,22-32,spr,1879000,0.393,22,32,11,17
1998,ICES,22-32,spr,1406000,0.386,22,32,11,17
1999,ICES,22-32,spr,1427000,0.373,22,32,11,17
2000,ICES,22-32,spr,1352000,0.312,22,32,11,17
2001,ICES,22-32,spr,1213000,0.288,22,32,11,17
2002,ICES,22-32,spr,956000,0.377,22,32,11,17
2003,ICES,22-32,spr,812000,0.407,22,32,11,17
2004,ICES,22-32,spr,1053000,0.488,22,32,11,17
2005,ICES,22-32,spr,1313000,0.45,22,32,11,17
2006,ICES,22-32,spr,1091000,0.372,22,32,11,17
2007,ICES,22-32,spr,967000,0.347,22,32,11,17
2008,ICES,22-32,spr,1051000,0.364,22,32,11,17
2009,ICES,22-32,spr,999000,0.437,22,32,11,17
2010,ICES,22-32,spr,1172000,0.337,22,32,11,17
2011,ICES,22-32,spr,916000,0.301,22,32,11,17
2012,ICES,22-32,spr,863000,0.289,22,32,11,17
2013,ICES,22-32,spr,899000,0.375,22,32,11,17
2014,ICES,22-32,spr,780000,0.407,22,32,11,17
2015,ICES,22-32,spr,753000,NULL,22,32,11,17
1966,ICES,25-32,cod,169906,0.948,25,32,8,18
1967,ICES,25-32,cod,213630,1.214,25,32,8,18
1968,ICES,25-32,cod,226613,1.058,25,32,8,18
1969,ICES,25-32,cod,222793,1.034,25,32,8,18
1970,ICES,25-32,cod,211082,0.987,25,32,8,18
1971,ICES,25-32,cod,195438,0.862,25,32,8,18
1972,ICES,25-32,cod,201793,0.859,25,32,8,18
1973,ICES,25-32,cod,217510,0.854,25,32,8,18
1974,ICES,25-32,cod,259367,0.792,25,32,8,18
1975,ICES,25-32,cod,312388,0.732,25,32,8,18
1976,ICES,25-32,cod,330380,0.842,25,32,8,18
1977,ICES,25-32,cod,322868,0.823,25,32,8,18
1978,ICES,25-32,cod,367692,0.616,25,32,8,18
1979,ICES,25-32,cod,515040,0.597,25,32,8,18
1980,ICES,25-32,cod,631593,0.7,25,32,8,18
1981,ICES,25-32,cod,643064,0.788,25,32,8,18
1982,ICES,25-32,cod,634759,0.795,25,32,8,18
1983,ICES,25-32,cod,609869,0.744,25,32,8,18
1984,ICES,25-32,cod,594217,0.839,25,32,8,18
1985,ICES,25-32,cod,527551,0.829,25,32,8,18
1986,ICES,25-32,cod,377377,0.998,25,32,8,18
1987,ICES,25-32,cod,322546,0.938,25,32,8,18
1988,ICES,25-32,cod,289816,0.888,25,32,8,18
1989,ICES,25-32,cod,226613,1.035,25,32,8,18
1990,ICES,25-32,cod,207316,1.199,25,32,8,18
1991,ICES,25-32,cod,136353,1.348,25,32,8,18
1992,ICES,25-32,cod,86855,1.01,25,32,8,18
1993,ICES,25-32,cod,94466,0.553,25,32,8,18
1994,ICES,25-32,cod,161943,0.61,25,32,8,18
1995,ICES,25-32,cod,187587,0.767,25,32,8,18
1996,ICES,25-32,cod,163571,0.909,25,32,8,18
1997,ICES,25-32,cod,126121,1.013,25,32,8,18
1998,ICES,25-32,cod,98027,0.964,25,32,8,18
1999,ICES,25-32,cod,86422,0.924,25,32,8,18
2000,ICES,25-32,cod,93714,0.994,25,32,8,18
2001,ICES,25-32,cod,88965,1.061,25,32,8,18
2002,ICES,25-32,cod,82372,1.081,25,32,8,18
2003,ICES,25-32,cod,76420,1.063,25,32,8,18
2004,ICES,25-32,cod,70545,1.224,25,32,8,18
2005,ICES,25-32,cod,62193,1.003,25,32,8,18
2006,ICES,25-32,cod,71182,0.906,25,32,8,18
2007,ICES,25-32,cod,78590,0.771,25,32,8,18
2008,ICES,25-32,cod,99708,0.552,25,32,8,18
2009,ICES,25-32,cod,120692,0.468,25,32,8,18
2010,ICES,25-32,cod,139944,0.422,25,32,8,18
2011,ICES,25-32,cod,132191,0.392,25,32,8,18
2012,ICES,25-32,cod,153584,0.373,25,32,8,18
2013,ICES,25-32,cod,179872,NULL,25,32,8,18
2014,ICES,25-32,cod,NULL,NULL,25,32,8,18
2015,ICES,25-32,cod,NULL,NULL,25,32,8,18
1966,ICES,25-32,her,NULL,NULL,25,32,8,18
1967,ICES,25-32,her,NULL,NULL,25,32,8,18
1968,ICES,25-32,her,NULL,NULL,25,32,8,18
1969,ICES,25-32,her,NULL,NULL,25,32,8,18
1970,ICES,25-32,her,NULL,NULL,25,32,8,18
1971,ICES,25-32,her,NULL,NULL,25,32,8,18
1972,ICES,25-32,her,NULL,NULL,25,32,8,18
1973,ICES,25-32,her,NULL,NULL,25,32,8,18
1974,ICES,25-32,her,1682419,0.185,25,32,8,18
1975,ICES,25-32,her,1575258,0.2,25,32,8,18
1976,ICES,25-32,her,1366761,0.194,25,32,8,18
1977,ICES,25-32,her,1518769,0.189,25,32,8,18
1978,ICES,25-32,her,1441083,0.165,25,32,8,18
1979,ICES,25-32,her,1408854,0.196,25,32,8,18
1980,ICES,25-32,her,1357466,0.187,25,32,8,18
1981,ICES,25-32,her,1286459,0.203,25,32,8,18
1982,ICES,25-32,her,1428073,0.174,25,32,8,18
1983,ICES,25-32,her,1405746,0.224,25,32,8,18
1984,ICES,25-32,her,1318511,0.224,25,32,8,18
1985,ICES,25-32,her,1265959,0.23,25,32,8,18
1986,ICES,25-32,her,1201430,0.203,25,32,8,18
1987,ICES,25-32,her,1146207,0.231,25,32,8,18
1988,ICES,25-32,her,1149349,0.219,25,32,8,18
1989,ICES,25-32,her,1011683,0.291,25,32,8,18
1990,ICES,25-32,her,868697,0.276,25,32,8,18
1991,ICES,25-32,her,779047,0.286,25,32,8,18
1992,ICES,25-32,her,798752,0.255,25,32,8,18
1993,ICES,25-32,her,749694,0.29,25,32,8,18
1994,ICES,25-32,her,756137,0.35,25,32,8,18
1995,ICES,25-32,her,661870,0.329,25,32,8,18
1996,ICES,25-32,her,607154,0.332,25,32,8,18
1997,ICES,25-32,her,571598,0.366,25,32,8,18
1998,ICES,25-32,her,520056,0.381,25,32,8,18
1999,ICES,25-32,her,442120,0.321,25,32,8,18
2000,ICES,25-32,her,451656,0.436,25,32,8,18
2001,ICES,25-32,her,405680,0.366,25,32,8,18
2002,ICES,25-32,her,422897,0.315,25,32,8,18
2003,ICES,25-32,her,489399,0.24,25,32,8,18
2004,ICES,25-32,her,499874,0.201,25,32,8,18
2005,ICES,25-32,her,561197,0.179,25,32,8,18
2006,ICES,25-32,her,624152,0.192,25,32,8,18
2007,ICES,25-32,her,655926,0.196,25,32,8,18
2008,ICES,25-32,her,674088,0.2,25,32,8,18
2009,ICES,25-32,her,786991,0.179,25,32,8,18
2010,ICES,25-32,her,857453,0.207,25,32,8,18
2011,ICES,25-32,her,859512,0.154,25,32,8,18
2012,ICES,25-32,her,898035,0.113,25,32,8,18
2013,ICES,25-32,her,956055,0.109,25,32,8,18
2014,ICES,25-32,her,1007528,0.158,25,32,8,18
2015,ICES,25-32,her,1000071,NULL,25,32,8,18
1966,ICES,22-32,spr,NULL,NULL,22,32,11,18
1967,ICES,22-32,spr,NULL,NULL,22,32,11,18
1968,ICES,22-32,spr,NULL,NULL,22,32,11,18
1969,ICES,22-32,spr,NULL,NULL,22,32,11,18
1970,ICES,22-32,spr,NULL,NULL,22,32,11,18
1971,ICES,22-32,spr,NULL,NULL,22,32,11,18
1972,ICES,22-32,spr,NULL,NULL,22,32,11,18
1973,ICES,22-32,spr,NULL,NULL,22,32,11,18
1974,ICES,22-32,spr,1097000,0.329,22,32,11,18
1975,ICES,22-32,spr,867000,0.346,22,32,11,18
1976,ICES,22-32,spr,738000,0.322,22,32,11,18
1977,ICES,22-32,spr,1257000,0.278,22,32,11,18
1978,ICES,22-32,spr,866000,0.273,22,32,11,18
1979,ICES,22-32,spr,498000,0.196,22,32,11,18
1980,ICES,22-32,spr,311000,0.211,22,32,11,18
1981,ICES,22-32,spr,268000,0.128,22,32,11,18
1982,ICES,22-32,spr,340000,0.226,22,32,11,18
1983,ICES,22-32,spr,478000,0.109,22,32,11,18
1984,ICES,22-32,spr,691000,0.157,22,32,11,18
1985,ICES,22-32,spr,639000,0.155,22,32,11,18
1986,ICES,22-32,spr,581000,0.203,22,32,11,18
1987,ICES,22-32,spr,466000,0.261,22,32,11,18
1988,ICES,22-32,spr,415000,0.23,22,32,11,18
1989,ICES,22-32,spr,438000,0.206,22,32,11,18
1990,ICES,22-32,spr,570000,0.133,22,32,11,18
1991,ICES,22-32,spr,776000,0.172,22,32,11,18
1992,ICES,22-32,spr,1033000,0.2,22,32,11,18
1993,ICES,22-32,spr,1352000,0.161,22,32,11,18
1994,ICES,22-32,spr,1402000,0.258,22,32,11,18
1995,ICES,22-32,spr,1489000,0.336,22,32,11,18
1996,ICES,22-32,spr,1904000,0.284,22,32,11,18
1997,ICES,22-32,spr,1879000,0.393,22,32,11,18
1998,ICES,22-32,spr,1406000,0.386,22,32,11,18
1999,ICES,22-32,spr,1427000,0.373,22,32,11,18
2000,ICES,22-32,spr,1352000,0.312,22,32,11,18
2001,ICES,22-32,spr,1213000,0.288,22,32,11,18
2002,ICES,22-32,spr,956000,0.377,22,32,11,18
2003,ICES,22-32,spr,812000,0.407,22,32,11,18
2004,ICES,22-32,spr,1053000,0.488,22,32,11,18
2005,ICES,22-32,spr,1313000,0.45,22,32,11,18
2006,ICES,22-32,spr,1091000,0.372,22,32,11,18
2007,ICES,22-32,spr,967000,0.347,22,32,11,18
2008,ICES,22-32,spr,1051000,0.364,22,32,11,18
2009,ICES,22-32,spr,999000,0.437,22,32,11,18
2010,ICES,22-32,spr,1172000,0.337,22,32,11,18
2011,ICES,22-32,spr,916000,0.301,22,32,11,18
2012,ICES,22-32,spr,863000,0.289,22,32,11,18
2013,ICES,22-32,spr,899000,0.375,22,32,11,18
2014,ICES,22-32,spr,780000,0.407,22,32,11,18
2015,ICES,22-32,spr,753000,NULL,22,32,11,18
1966,ICES,25-32,cod,169906,0.948,25,32,8,19
1967,ICES,25-32,cod,213630,1.214,25,32,8,19
1968,ICES,25-32,cod,226613,1.058,25,32,8,19
1969,ICES,25-32,cod,222793,1.034,25,32,8,19
1970,ICES,25-32,cod,211082,0.987,25,32,8,19
1971,ICES,25-32,cod,195438,0.862,25,32,8,19
1972,ICES,25-32,cod,201793,0.859,25,32,8,19
1973,ICES,25-32,cod,217510,0.854,25,32,8,19
1974,ICES,25-32,cod,259367,0.792,25,32,8,19
1975,ICES,25-32,cod,312388,0.732,25,32,8,19
1976,ICES,25-32,cod,330380,0.842,25,32,8,19
1977,ICES,25-32,cod,322868,0.823,25,32,8,19
1978,ICES,25-32,cod,367692,0.616,25,32,8,19
1979,ICES,25-32,cod,515040,0.597,25,32,8,19
1980,ICES,25-32,cod,631593,0.7,25,32,8,19
1981,ICES,25-32,cod,643064,0.788,25,32,8,19
1982,ICES,25-32,cod,634759,0.795,25,32,8,19
1983,ICES,25-32,cod,609869,0.744,25,32,8,19
1984,ICES,25-32,cod,594217,0.839,25,32,8,19
1985,ICES,25-32,cod,527551,0.829,25,32,8,19
1986,ICES,25-32,cod,377377,0.998,25,32,8,19
1987,ICES,25-32,cod,322546,0.938,25,32,8,19
1988,ICES,25-32,cod,289816,0.888,25,32,8,19
1989,ICES,25-32,cod,226613,1.035,25,32,8,19
1990,ICES,25-32,cod,207316,1.199,25,32,8,19
1991,ICES,25-32,cod,136353,1.348,25,32,8,19
1992,ICES,25-32,cod,86855,1.01,25,32,8,19
1993,ICES,25-32,cod,94466,0.553,25,32,8,19
1994,ICES,25-32,cod,161943,0.61,25,32,8,19
1995,ICES,25-32,cod,187587,0.767,25,32,8,19
1996,ICES,25-32,cod,163571,0.909,25,32,8,19
1997,ICES,25-32,cod,126121,1.013,25,32,8,19
1998,ICES,25-32,cod,98027,0.964,25,32,8,19
1999,ICES,25-32,cod,86422,0.924,25,32,8,19
2000,ICES,25-32,cod,93714,0.994,25,32,8,19
2001,ICES,25-32,cod,88965,1.061,25,32,8,19
2002,ICES,25-32,cod,82372,1.081,25,32,8,19
2003,ICES,25-32,cod,76420,1.063,25,32,8,19
2004,ICES,25-32,cod,70545,1.224,25,32,8,19
2005,ICES,25-32,cod,62193,1.003,25,32,8,19
2006,ICES,25-32,cod,71182,0.906,25,32,8,19
2007,ICES,25-32,cod,78590,0.771,25,32,8,19
2008,ICES,25-32,cod,99708,0.552,25,32,8,19
2009,ICES,25-32,cod,120692,0.468,25,32,8,19
2010,ICES,25-32,cod,139944,0.422,25,32,8,19
2011,ICES,25-32,cod,132191,0.392,25,32,8,19
2012,ICES,25-32,cod,153584,0.373,25,32,8,19
2013,ICES,25-32,cod,179872,NULL,25,32,8,19
2014,ICES,25-32,cod,NULL,NULL,25,32,8,19
2015,ICES,25-32,cod,NULL,NULL,25,32,8,19
1966,ICES,25-32,her,NULL,NULL,25,32,8,19
1967,ICES,25-32,her,NULL,NULL,25,32,8,19
1968,ICES,25-32,her,NULL,NULL,25,32,8,19
1969,ICES,25-32,her,NULL,NULL,25,32,8,19
1970,ICES,25-32,her,NULL,NULL,25,32,8,19
1971,ICES,25-32,her,NULL,NULL,25,32,8,19
1972,ICES,25-32,her,NULL,NULL,25,32,8,19
1973,ICES,25-32,her,NULL,NULL,25,32,8,19
1974,ICES,25-32,her,1682419,0.185,25,32,8,19
1975,ICES,25-32,her,1575258,0.2,25,32,8,19
1976,ICES,25-32,her,1366761,0.194,25,32,8,19
1977,ICES,25-32,her,1518769,0.189,25,32,8,19
1978,ICES,25-32,her,1441083,0.165,25,32,8,19
1979,ICES,25-32,her,1408854,0.196,25,32,8,19
1980,ICES,25-32,her,1357466,0.187,25,32,8,19
1981,ICES,25-32,her,1286459,0.203,25,32,8,19
1982,ICES,25-32,her,1428073,0.174,25,32,8,19
1983,ICES,25-32,her,1405746,0.224,25,32,8,19
1984,ICES,25-32,her,1318511,0.224,25,32,8,19
1985,ICES,25-32,her,1265959,0.23,25,32,8,19
1986,ICES,25-32,her,1201430,0.203,25,32,8,19
1987,ICES,25-32,her,1146207,0.231,25,32,8,19
1988,ICES,25-32,her,1149349,0.219,25,32,8,19
1989,ICES,25-32,her,1011683,0.291,25,32,8,19
1990,ICES,25-32,her,868697,0.276,25,32,8,19
1991,ICES,25-32,her,779047,0.286,25,32,8,19
1992,ICES,25-32,her,798752,0.255,25,32,8,19
1993,ICES,25-32,her,749694,0.29,25,32,8,19
1994,ICES,25-32,her,756137,0.35,25,32,8,19
1995,ICES,25-32,her,661870,0.329,25,32,8,19
1996,ICES,25-32,her,607154,0.332,25,32,8,19
1997,ICES,25-32,her,571598,0.366,25,32,8,19
1998,ICES,25-32,her,520056,0.381,25,32,8,19
1999,ICES,25-32,her,442120,0.321,25,32,8,19
2000,ICES,25-32,her,451656,0.436,25,32,8,19
2001,ICES,25-32,her,405680,0.366,25,32,8,19
2002,ICES,25-32,her,422897,0.315,25,32,8,19
2003,ICES,25-32,her,489399,0.24,25,32,8,19
2004,ICES,25-32,her,499874,0.201,25,32,8,19
2005,ICES,25-32,her,561197,0.179,25,32,8,19
2006,ICES,25-32,her,624152,0.192,25,32,8,19
2007,ICES,25-32,her,655926,0.196,25,32,8,19
2008,ICES,25-32,her,674088,0.2,25,32,8,19
2009,ICES,25-32,her,786991,0.179,25,32,8,19
2010,ICES,25-32,her,857453,0.207,25,32,8,19
2011,ICES,25-32,her,859512,0.154,25,32,8,19
2012,ICES,25-32,her,898035,0.113,25,32,8,19
2013,ICES,25-32,her,956055,0.109,25,32,8,19
2014,ICES,25-32,her,1007528,0.158,25,32,8,19
2015,ICES,25-32,her,1000071,NULL,25,32,8,19
1966,ICES,22-32,spr,NULL,NULL,22,32,11,19
1967,ICES,22-32,spr,NULL,NULL,22,32,11,19
1968,ICES,22-32,spr,NULL,NULL,22,32,11,19
1969,ICES,22-32,spr,NULL,NULL,22,32,11,19
1970,ICES,22-32,spr,NULL,NULL,22,32,11,19
1971,ICES,22-32,spr,NULL,NULL,22,32,11,19
1972,ICES,22-32,spr,NULL,NULL,22,32,11,19
1973,ICES,22-32,spr,NULL,NULL,22,32,11,19
1974,ICES,22-32,spr,1097000,0.329,22,32,11,19
1975,ICES,22-32,spr,867000,0.346,22,32,11,19
1976,ICES,22-32,spr,738000,0.322,22,32,11,19
1977,ICES,22-32,spr,1257000,0.278,22,32,11,19
1978,ICES,22-32,spr,866000,0.273,22,32,11,19
1979,ICES,22-32,spr,498000,0.196,22,32,11,19
1980,ICES,22-32,spr,311000,0.211,22,32,11,19
1981,ICES,22-32,spr,268000,0.128,22,32,11,19
1982,ICES,22-32,spr,340000,0.226,22,32,11,19
1983,ICES,22-32,spr,478000,0.109,22,32,11,19
1984,ICES,22-32,spr,691000,0.157,22,32,11,19
1985,ICES,22-32,spr,639000,0.155,22,32,11,19
1986,ICES,22-32,spr,581000,0.203,22,32,11,19
1987,ICES,22-32,spr,466000,0.261,22,32,11,19
1988,ICES,22-32,spr,415000,0.23,22,32,11,19
1989,ICES,22-32,spr,438000,0.206,22,32,11,19
1990,ICES,22-32,spr,570000,0.133,22,32,11,19
1991,ICES,22-32,spr,776000,0.172,22,32,11,19
1992,ICES,22-32,spr,1033000,0.2,22,32,11,19
1993,ICES,22-32,spr,1352000,0.161,22,32,11,19
1994,ICES,22-32,spr,1402000,0.258,22,32,11,19
1995,ICES,22-32,spr,1489000,0.336,22,32,11,19
1996,ICES,22-32,spr,1904000,0.284,22,32,11,19
1997,ICES,22-32,spr,1879000,0.393,22,32,11,19
1998,ICES,22-32,spr,1406000,0.386,22,32,11,19
1999,ICES,22-32,spr,1427000,0.373,22,32,11,19
2000,ICES,22-32,spr,1352000,0.312,22,32,11,19
2001,ICES,22-32,spr,1213000,0.288,22,32,11,19
2002,ICES,22-32,spr,956000,0.377,22,32,11,19
2003,ICES,22-32,spr,812000,0.407,22,32,11,19
2004,ICES,22-32,spr,1053000,0.488,22,32,11,19
2005,ICES,22-32,spr,1313000,0.45,22,32,11,19
2006,ICES,22-32,spr,1091000,0.372,22,32,11,19
2007,ICES,22-32,spr,967000,0.347,22,32,11,19
2008,ICES,22-32,spr,1051000,0.364,22,32,11,19
2009,ICES,22-32,spr,999000,0.437,22,32,11,19
2010,ICES,22-32,spr,1172000,0.337,22,32,11,19
2011,ICES,22-32,spr,916000,0.301,22,32,11,19
2012,ICES,22-32,spr,863000,0.289,22,32,11,19
2013,ICES,22-32,spr,899000,0.375,22,32,11,19
2014,ICES,22-32,spr,780000,0.407,22,32,11,19
2015,ICES,22-32,spr,753000,NULL,22,32,11,19
1966,ICES,25-32,cod,169906,0.948,25,32,8,20
1967,ICES,25-32,cod,213630,1.214,25,32,8,20
1968,ICES,25-32,cod,226613,1.058,25,32,8,20
1969,ICES,25-32,cod,222793,1.034,25,32,8,20
1970,ICES,25-32,cod,211082,0.987,25,32,8,20
1971,ICES,25-32,cod,195438,0.862,25,32,8,20
1972,ICES,25-32,cod,201793,0.859,25,32,8,20
1973,ICES,25-32,cod,217510,0.854,25,32,8,20
1974,ICES,25-32,cod,259367,0.792,25,32,8,20
1975,ICES,25-32,cod,312388,0.732,25,32,8,20
1976,ICES,25-32,cod,330380,0.842,25,32,8,20
1977,ICES,25-32,cod,322868,0.823,25,32,8,20
1978,ICES,25-32,cod,367692,0.616,25,32,8,20
1979,ICES,25-32,cod,515040,0.597,25,32,8,20
1980,ICES,25-32,cod,631593,0.7,25,32,8,20
1981,ICES,25-32,cod,643064,0.788,25,32,8,20
1982,ICES,25-32,cod,634759,0.795,25,32,8,20
1983,ICES,25-32,cod,609869,0.744,25,32,8,20
1984,ICES,25-32,cod,594217,0.839,25,32,8,20
1985,ICES,25-32,cod,527551,0.829,25,32,8,20
1986,ICES,25-32,cod,377377,0.998,25,32,8,20
1987,ICES,25-32,cod,322546,0.938,25,32,8,20
1988,ICES,25-32,cod,289816,0.888,25,32,8,20
1989,ICES,25-32,cod,226613,1.035,25,32,8,20
1990,ICES,25-32,cod,207316,1.199,25,32,8,20
1991,ICES,25-32,cod,136353,1.348,25,32,8,20
1992,ICES,25-32,cod,86855,1.01,25,32,8,20
1993,ICES,25-32,cod,94466,0.553,25,32,8,20
1994,ICES,25-32,cod,161943,0.61,25,32,8,20
1995,ICES,25-32,cod,187587,0.767,25,32,8,20
1996,ICES,25-32,cod,163571,0.909,25,32,8,20
1997,ICES,25-32,cod,126121,1.013,25,32,8,20
1998,ICES,25-32,cod,98027,0.964,25,32,8,20
1999,ICES,25-32,cod,86422,0.924,25,32,8,20
2000,ICES,25-32,cod,93714,0.994,25,32,8,20
2001,ICES,25-32,cod,88965,1.061,25,32,8,20
2002,ICES,25-32,cod,82372,1.081,25,32,8,20
2003,ICES,25-32,cod,76420,1.063,25,32,8,20
2004,ICES,25-32,cod,70545,1.224,25,32,8,20
2005,ICES,25-32,cod,62193,1.003,25,32,8,20
2006,ICES,25-32,cod,71182,0.906,25,32,8,20
2007,ICES,25-32,cod,78590,0.771,25,32,8,20
2008,ICES,25-32,cod,99708,0.552,25,32,8,20
2009,ICES,25-32,cod,120692,0.468,25,32,8,20
2010,ICES,25-32,cod,139944,0.422,25,32,8,20
2011,ICES,25-32,cod,132191,0.392,25,32,8,20
